Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Cristiano Maciel,Homem,Karen da Silva Figueiredo,Mulher,WIT
Cristiano Maciel,Homem,Pedro Clarindo da Silva Neto,Homem,WIT
Karen da Silva Figueiredo,Mulher,Pedro Clarindo da Silva Neto,Homem,WIT
Jacques André Grings,Homem,Naira Kaieski,Mulher,WIT
Jacques André Grings,Homem,Paula Nunes,Mulher,WIT
Naira Kaieski,Mulher,Paula Nunes,Mulher,WIT
Júlia Marques Carvalho da Silva,Mulher,Letícia Heinzmann,Mulher,WIT
Júlia Marques Carvalho da Silva,Mulher,Maria Eduarda Romagna,Mulher,WIT
Letícia Heinzmann,Mulher,Maria Eduarda Romagna,Mulher,WIT
Aíla Maciel,Mulher,Gabriela Felipa Souza,Mulher,WIT
Aíla Maciel,Mulher,Patrícia Araújo de Oliveira,Mulher,WIT
Gabriela Felipa Souza,Mulher,Patrícia Araújo de Oliveira,Mulher,WIT
Adriano Rivolli,Homem,André L. Przybysz,Homem,WIT
Adriano Rivolli,Homem,Carlos N. Silla Jr.,Homem,WIT
Adriano Rivolli,Homem,Caroline R. Barroso,Mulher,WIT
Adriano Rivolli,Homem,Jéssika M. Pereira,Mulher,WIT
Adriano Rivolli,Homem,Thayna Gimenez,Mulher,WIT
André L. Przybysz,Homem,Carlos N. Silla Jr.,Homem,WIT
André L. Przybysz,Homem,Caroline R. Barroso,Mulher,WIT
André L. Przybysz,Homem,Jéssika M. Pereira,Mulher,WIT
André L. Przybysz,Homem,Thayna Gimenez,Mulher,WIT
Carlos N. Silla Jr.,Homem,Caroline R. Barroso,Mulher,WIT
Carlos N. Silla Jr.,Homem,Jéssika M. Pereira,Mulher,WIT
Carlos N. Silla Jr.,Homem,Thayna Gimenez,Mulher,WIT
Caroline R. Barroso,Mulher,Jéssika M. Pereira,Mulher,WIT
Caroline R. Barroso,Mulher,Thayna Gimenez,Mulher,WIT
Jéssika M. Pereira,Mulher,Thayna Gimenez,Mulher,WIT
Aleteia Patrícia F. de Araújo,Mulher,Carlos Alberto Jesus de Oliveira,Homem,WIT
Aleteia Patrícia F. de Araújo,Mulher,Maria Emília T. Walter,Mulher,WIT
Aleteia Patrícia F. de Araújo,Mulher,Maristela Holanda,Mulher,WIT
Carlos Alberto Jesus de Oliveira,Homem,Maria Emília T. Walter,Mulher,WIT
Carlos Alberto Jesus de Oliveira,Homem,Maristela Holanda,Mulher,WIT
Maria Emília T. Walter,Mulher,Maristela Holanda,Mulher,WIT
Fabrizio Franzoia,Homem,Fernanda Pires,Mulher,WIT
Fabrizio Franzoia,Homem,Marcela Pessoa,Mulher,WIT
Fernanda Pires,Mulher,Marcela Pessoa,Mulher,WIT
Daniel da A. Souza,Homem,Diego L. Cardoso,Homem,SEMISH
Daniel da A. Souza,Homem,Igor W. A. Falcão,Homem,SEMISH
Daniel da A. Souza,Homem,Paulo H. A. Pereira,Homem,SEMISH
Daniel da A. Souza,Homem,Rafael F. Vieira,Homem,SEMISH
Daniel da A. Souza,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Diego L. Cardoso,Homem,Igor W. A. Falcão,Homem,SEMISH
Diego L. Cardoso,Homem,Paulo H. A. Pereira,Homem,SEMISH
Diego L. Cardoso,Homem,Rafael F. Vieira,Homem,SEMISH
Diego L. Cardoso,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Igor W. A. Falcão,Homem,Paulo H. A. Pereira,Homem,SEMISH
Igor W. A. Falcão,Homem,Rafael F. Vieira,Homem,SEMISH
Igor W. A. Falcão,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Paulo H. A. Pereira,Homem,Rafael F. Vieira,Homem,SEMISH
Paulo H. A. Pereira,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Rafael F. Vieira,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Flavia Maria Santoro,Mulher,Gleison Santos,Homem,WASHES
Flavia Maria Santoro,Mulher,Monica Anastassiu,Mulher,WASHES
Gleison Santos,Homem,Monica Anastassiu,Mulher,WASHES
Carla N. Lintzmayer,Mulher,Denis G. Fantinato,Homem,ETC
Carla N. Lintzmayer,Mulher,Lucas F. Muniz,Homem,ETC
Denis G. Fantinato,Homem,Lucas F. Muniz,Homem,ETC
Anna Helena Reali Costa,Mulher,Felipe Leno da Silva,Homem,CTD
Anderson J. C. Sena,Homem,Fabricio J. B. Brito,Homem,WPerformance
Anderson J. C. Sena,Homem,Filipe C. Fernandes,Homem,WPerformance
Anderson J. C. Sena,Homem,Ramon C. F. Araújo,Homem,WPerformance
Anderson J. C. Sena,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Fabricio J. B. Brito,Homem,Filipe C. Fernandes,Homem,WPerformance
Fabricio J. B. Brito,Homem,Ramon C. F. Araújo,Homem,WPerformance
Fabricio J. B. Brito,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Filipe C. Fernandes,Homem,Ramon C. F. Araújo,Homem,WPerformance
Filipe C. Fernandes,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Ramon C. F. Araújo,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Alice F. Barbosa,Mulher,Carina Oliveira,Mulher,WIT
Alice F. Barbosa,Mulher,Helen Abdala R. Ferreira,Mulher,WIT
Alice F. Barbosa,Mulher,Marcia N. Viana,Mulher,WIT
Alice F. Barbosa,Mulher,Reinaldo B. Braga,Homem,WIT
Carina Oliveira,Mulher,Helen Abdala R. Ferreira,Mulher,WIT
Carina Oliveira,Mulher,Marcia N. Viana,Mulher,WIT
Carina Oliveira,Mulher,Reinaldo B. Braga,Homem,WIT
Helen Abdala R. Ferreira,Mulher,Marcia N. Viana,Mulher,WIT
Helen Abdala R. Ferreira,Mulher,Reinaldo B. Braga,Homem,WIT
Marcia N. Viana,Mulher,Reinaldo B. Braga,Homem,WIT
Claudia Susie Rodrigues,Mulher,Cláudia Werner,Mulher,WEI
Claudia Susie Rodrigues,Mulher,Mario Bonicenha,Homem,WEI
Claudia Susie Rodrigues,Mulher,Rebeca Motta,Mulher,WEI
Cláudia Werner,Mulher,Mario Bonicenha,Homem,WEI
Cláudia Werner,Mulher,Rebeca Motta,Mulher,WEI
Mario Bonicenha,Homem,Rebeca Motta,Mulher,WEI
Aron Miranda Henrique-Alves,Homem,Helton Maia,Homem,SEMISH
Aron Miranda Henrique-Alves,Homem,John Victor Alves Luiz,Homem,SEMISH
Aron Miranda Henrique-Alves,Homem,Richardson Santiago Teles de Menezes,Homem,SEMISH
Aron Miranda Henrique-Alves,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
Helton Maia,Homem,John Victor Alves Luiz,Homem,SEMISH
Helton Maia,Homem,Richardson Santiago Teles de Menezes,Homem,SEMISH
Helton Maia,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
John Victor Alves Luiz,Homem,Richardson Santiago Teles de Menezes,Homem,SEMISH
John Victor Alves Luiz,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
Richardson Santiago Teles de Menezes,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
Claudia Motta,Mulher,Paulo Roberto Filho,Homem,SEMISH
Claudia Motta,Mulher,Walkir Brito,Homem,SEMISH
Claudia Motta,Mulher,Zeca Borges,Homem,SEMISH
Paulo Roberto Filho,Homem,Walkir Brito,Homem,SEMISH
Paulo Roberto Filho,Homem,Zeca Borges,Homem,SEMISH
Walkir Brito,Homem,Zeca Borges,Homem,SEMISH
Larissa M. da F. Galeno,Mulher,Maria Eduarda H. Lucena,Mulher,WIT
Larissa M. da F. Galeno,Mulher,Maria Luiza M. Campos,Mulher,WIT
Larissa M. da F. Galeno,Mulher,Tainá da S. Lima,Mulher,WIT
Maria Eduarda H. Lucena,Mulher,Maria Luiza M. Campos,Mulher,WIT
Maria Eduarda H. Lucena,Mulher,Tainá da S. Lima,Mulher,WIT
Maria Luiza M. Campos,Mulher,Tainá da S. Lima,Mulher,WIT
Alexandre Amaral,Homem,Ana Paula Malheiro,Mulher,ENCompIF
Manoel Horta Ribeiro,Homem,Virgílio A. F. Almeida,Homem,CTD
Manoel Horta Ribeiro,Homem,Wagner Meira Jr,Homem,CTD
Virgílio A. F. Almeida,Homem,Wagner Meira Jr,Homem,CTD
Cristiano Maciel da Silva,Homem,Marconi de Arruda Pereira,Homem,SBCUP
Cristiano Maciel da Silva,Homem,Pedro Mitsuo Shiroma,Homem,SBCUP
Cristiano Maciel da Silva,Homem,Rone Ilídio da Silva,Homem,SBCUP
Cristiano Maciel da Silva,Homem,Sérgio de Oliveira,Homem,SBCUP
Marconi de Arruda Pereira,Homem,Pedro Mitsuo Shiroma,Homem,SBCUP
Marconi de Arruda Pereira,Homem,Rone Ilídio da Silva,Homem,SBCUP
Marconi de Arruda Pereira,Homem,Sérgio de Oliveira,Homem,SBCUP
Pedro Mitsuo Shiroma,Homem,Rone Ilídio da Silva,Homem,SBCUP
Pedro Mitsuo Shiroma,Homem,Sérgio de Oliveira,Homem,SBCUP
Rone Ilídio da Silva,Homem,Sérgio de Oliveira,Homem,SBCUP
Emanuel Coutinho,Homem,Ernesto Trajano,Homem,WASHES
Emanuel Coutinho,Homem,Italo Santos,Homem,WASHES
Ernesto Trajano,Homem,Italo Santos,Homem,WASHES
Cristiano André da Costa,Homem,Rodrigo da Rosa Righi,Homem,SBCUP
Cristiano André da Costa,Homem,Uélison Jean L. Santos,Homem,SBCUP
Rodrigo da Rosa Righi,Homem,Uélison Jean L. Santos,Homem,SBCUP
Ana Paula Couto da Silva,Mulher,Bruno Demattos Nogueira,Homem,WPerformance
Ana Paula Couto da Silva,Mulher,Fabricio Murai,Homem,WPerformance
Ana Paula Couto da Silva,Mulher,Francisco Galuppo Azevedo,Homem,WPerformance
Bruno Demattos Nogueira,Homem,Fabricio Murai,Homem,WPerformance
Bruno Demattos Nogueira,Homem,Francisco Galuppo Azevedo,Homem,WPerformance
Fabricio Murai,Homem,Francisco Galuppo Azevedo,Homem,WPerformance
Isabel Cafezeiro,Mulher,Leonardo Cruz da Costa,Homem,WEI
Isabel Cafezeiro,Mulher,Ricardo Kubrusly,Homem,WEI
Leonardo Cruz da Costa,Homem,Ricardo Kubrusly,Homem,WEI
Carla Sanches Nere dos Santos,Mulher,Igor Muzetti Pereira,Homem,SEMISH
Carla Sanches Nere dos Santos,Mulher,Vicente José Peixoto de Amorim,Homem,SEMISH
Igor Muzetti Pereira,Homem,Vicente José Peixoto de Amorim,Homem,SEMISH
Alan Fernandes,Homem,Bruna Soares,Mulher,SEMISH
Alan Fernandes,Homem,Bruno Matias,Homem,SEMISH
Alan Fernandes,Homem,Everton Cavalcante,Homem,SEMISH
Alan Fernandes,Homem,Felipe Rocha,Homem,SEMISH
Alan Fernandes,Homem,Oswaldo de Oliveira,Homem,SEMISH
Alan Fernandes,Homem,Sâmela Ferreira,Mulher,SEMISH
Alan Fernandes,Homem,Thais Batista,Mulher,SEMISH
Bruna Soares,Mulher,Bruno Matias,Homem,SEMISH
Bruna Soares,Mulher,Everton Cavalcante,Homem,SEMISH
Bruna Soares,Mulher,Felipe Rocha,Homem,SEMISH
Bruna Soares,Mulher,Oswaldo de Oliveira,Homem,SEMISH
Bruna Soares,Mulher,Sâmela Ferreira,Mulher,SEMISH
Bruna Soares,Mulher,Thais Batista,Mulher,SEMISH
Bruno Matias,Homem,Everton Cavalcante,Homem,SEMISH
Bruno Matias,Homem,Felipe Rocha,Homem,SEMISH
Bruno Matias,Homem,Oswaldo de Oliveira,Homem,SEMISH
Bruno Matias,Homem,Sâmela Ferreira,Mulher,SEMISH
Bruno Matias,Homem,Thais Batista,Mulher,SEMISH
Everton Cavalcante,Homem,Felipe Rocha,Homem,SEMISH
Everton Cavalcante,Homem,Oswaldo de Oliveira,Homem,SEMISH
Everton Cavalcante,Homem,Sâmela Ferreira,Mulher,SEMISH
Everton Cavalcante,Homem,Thais Batista,Mulher,SEMISH
Felipe Rocha,Homem,Oswaldo de Oliveira,Homem,SEMISH
Felipe Rocha,Homem,Sâmela Ferreira,Mulher,SEMISH
Felipe Rocha,Homem,Thais Batista,Mulher,SEMISH
Oswaldo de Oliveira,Homem,Sâmela Ferreira,Mulher,SEMISH
Oswaldo de Oliveira,Homem,Thais Batista,Mulher,SEMISH
Sâmela Ferreira,Mulher,Thais Batista,Mulher,SEMISH
Andre Aquino,Homem,Arthur Melo,Homem,SBCUP
Andre Aquino,Homem,Hugo Souza,Homem,SBCUP
Arthur Melo,Homem,Hugo Souza,Homem,SBCUP
Mauro F. Santos Junior,Homem,Sergiana Alves da Silva,Mulher,WEI
Bianca L. Santana,Mulher,José Solenir L. Figuerêdo,Homem,WEI
Bianca L. Santana,Mulher,Roberto A. Bittencourt,Homem,WEI
José Solenir L. Figuerêdo,Homem,Roberto A. Bittencourt,Homem,WEI
Antonio Carlos Schneider Beck,Homem,Luigi Carro,Homem,CTD
Antonio Carlos Schneider Beck,Homem,Marcelo Brandalero,Homem,CTD
Luigi Carro,Homem,Marcelo Brandalero,Homem,CTD
Aleteia Patrícia F. de Araújo,Mulher,Camila N. Soares,Mulher,WIT
Aleteia Patrícia F. de Araújo,Mulher,Leticia L. Leite,Mulher,WIT
Aleteia Patrícia F. de Araújo,Mulher,Maristela Holanda,Mulher,WIT
Camila N. Soares,Mulher,Leticia L. Leite,Mulher,WIT
Camila N. Soares,Mulher,Maristela Holanda,Mulher,WIT
Leticia L. Leite,Mulher,Maristela Holanda,Mulher,WIT
Leander de Oliveira,Homem,Mariana Michels Fontoura,Mulher,WIT
Leander de Oliveira,Homem,Marília A. Amaral,Mulher,WIT
Mariana Michels Fontoura,Mulher,Marília A. Amaral,Mulher,WIT
Aurora Wang,Mulher,Carla Denise Castanho,Mulher,WIT
Aurora Wang,Mulher,Ingrid Santana,Mulher,WIT
Carla Denise Castanho,Mulher,Ingrid Santana,Mulher,WIT
Alberto Oliveira,Homem,Anderson Rocha,Homem,CTD
Alecsander Dornelles,Homem,Rafael Parizi,Homem,ENCompIF
Pablo Schoeffel,Homem,Raul Sidney Wazlawick,Homem,WEI
Alexandre S. Freire,Homem,Augusto Vellozo,Homem,ETC
Alexandre S. Freire,Homem,Carlos E. Ferreira,Homem,ETC
Augusto Vellozo,Homem,Carlos E. Ferreira,Homem,ETC
Alex B. Vieira,Homem,Artur Ziviani,Homem,WPerformance
Alex B. Vieira,Homem,Gustavo S. Carnivali,Homem,WPerformance
Alex B. Vieira,Homem,Paulo A. A. Esquef,Homem,WPerformance
Artur Ziviani,Homem,Gustavo S. Carnivali,Homem,WPerformance
Artur Ziviani,Homem,Paulo A. A. Esquef,Homem,WPerformance
Gustavo S. Carnivali,Homem,Paulo A. A. Esquef,Homem,WPerformance
Alcides Calsavara,Homem,Ana Paula Gonçalves Serra,Mulher,WEI
Alcides Calsavara,Homem,Francisco de Assis Zampirolli,Homem,WEI
Alcides Calsavara,Homem,Leandro Silva Galvão de Carvalho,Homem,WEI
Alcides Calsavara,Homem,Miguel Jonathan,Homem,WEI
Alcides Calsavara,Homem,Ronaldo Celso Messias Correia,Homem,WEI
Ana Paula Gonçalves Serra,Mulher,Francisco de Assis Zampirolli,Homem,WEI
Ana Paula Gonçalves Serra,Mulher,Leandro Silva Galvão de Carvalho,Homem,WEI
Ana Paula Gonçalves Serra,Mulher,Miguel Jonathan,Homem,WEI
Ana Paula Gonçalves Serra,Mulher,Ronaldo Celso Messias Correia,Homem,WEI
Francisco de Assis Zampirolli,Homem,Leandro Silva Galvão de Carvalho,Homem,WEI
Francisco de Assis Zampirolli,Homem,Miguel Jonathan,Homem,WEI
Francisco de Assis Zampirolli,Homem,Ronaldo Celso Messias Correia,Homem,WEI
Leandro Silva Galvão de Carvalho,Homem,Miguel Jonathan,Homem,WEI
Leandro Silva Galvão de Carvalho,Homem,Ronaldo Celso Messias Correia,Homem,WEI
Miguel Jonathan,Homem,Ronaldo Celso Messias Correia,Homem,WEI
Daniel Carlos Guimarães Pedronette,Homem,Lucas Pascotti Valem,Homem,CTIC
Aurelio Ribeiro Leite Oliveira,Homem,Esther S. Mamián Lopez,Mulher,ETC
Luiz R. F. Sekijima,Homem,Nelson L. S. da Fonseca,Homem,CTIC
Luiz R. F. Sekijima,Homem,Tiago P. C. de Andrade,Homem,CTIC
Nelson L. S. da Fonseca,Homem,Tiago P. C. de Andrade,Homem,CTIC
Barbara Freitas,Mulher,Luciana Cosme,Mulher,WIT
Barbara Freitas,Mulher,Mayara Nascimento,Mulher,WIT
Luciana Cosme,Mulher,Mayara Nascimento,Mulher,WIT
Lucas Ribeiro,Homem,Windson Viana,Homem,SBCUP
Christian Esteve Rothenberg,Homem,Daniel Lazkani Feferman,Homem,WPerformance
Christian Esteve Rothenberg,Homem,Juan Sebastian Mejia Vallejo,Homem,WPerformance
Daniel Lazkani Feferman,Homem,Juan Sebastian Mejia Vallejo,Homem,WPerformance
Alfredo Candia-Véjar,Homem,Luidi Simonetti,Homem,ETC
Alfredo Candia-Véjar,Homem,Luiz Satoru Ochi,Homem,ETC
Alfredo Candia-Véjar,Homem,Uéverton S. Souza,Homem,ETC
Luidi Simonetti,Homem,Luiz Satoru Ochi,Homem,ETC
Luidi Simonetti,Homem,Uéverton S. Souza,Homem,ETC
Luiz Satoru Ochi,Homem,Uéverton S. Souza,Homem,ETC
Ana C. Lorena,Mulher,André C. P. L. F. de Carvalho,Homem,CTD
Ana C. Lorena,Mulher,Luís P. F. Garcia,Homem,CTD
André C. P. L. F. de Carvalho,Homem,Luís P. F. Garcia,Homem,CTD
Arthur Souza,Homem,Italo Cunha,Homem,CTIC
Arthur Souza,Homem,Leonardo B. Oliveira,Homem,CTIC
Italo Cunha,Homem,Leonardo B. Oliveira,Homem,CTIC
André L. P. Guedes,Homem,Leandro M. Zatesko,Homem,CTD
André L. P. Guedes,Homem,Renato Carmo,Homem,CTD
Leandro M. Zatesko,Homem,Renato Carmo,Homem,CTD
Fabricio Mendoza-Granada,Homem,Marcos Villagra,Homem,ETC
Damian Reding,Homem,Dennis Clemens,Homem,ETC
Damian Reding,Homem,Guilherme Oliveira Mota,Homem,ETC
Damian Reding,Homem,Matthew Jenssen,Homem,ETC
Damian Reding,Homem,Natasha Morrison,Mulher,ETC
Damian Reding,Homem,Yoshiharu Kohayakawa,Homem,ETC
Dennis Clemens,Homem,Guilherme Oliveira Mota,Homem,ETC
Dennis Clemens,Homem,Matthew Jenssen,Homem,ETC
Dennis Clemens,Homem,Natasha Morrison,Mulher,ETC
Dennis Clemens,Homem,Yoshiharu Kohayakawa,Homem,ETC
Guilherme Oliveira Mota,Homem,Matthew Jenssen,Homem,ETC
Guilherme Oliveira Mota,Homem,Natasha Morrison,Mulher,ETC
Guilherme Oliveira Mota,Homem,Yoshiharu Kohayakawa,Homem,ETC
Matthew Jenssen,Homem,Natasha Morrison,Mulher,ETC
Matthew Jenssen,Homem,Yoshiharu Kohayakawa,Homem,ETC
Natasha Morrison,Mulher,Yoshiharu Kohayakawa,Homem,ETC
Leander Cordeiro de Oliveira,Homem,Marília Abrahão Amaral,Mulher,WIT
Anne Carolina Silva,Mulher,Helen França Medeiros,Mulher,WIT
Anne Carolina Silva,Mulher,Jennifer Gonçalves do Amaral,Mulher,WIT
Anne Carolina Silva,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Anne Carolina Silva,Mulher,Mônica F. da Silva Lopes,Mulher,WIT
Helen França Medeiros,Mulher,Jennifer Gonçalves do Amaral,Mulher,WIT
Helen França Medeiros,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Helen França Medeiros,Mulher,Mônica F. da Silva Lopes,Mulher,WIT
Jennifer Gonçalves do Amaral,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Jennifer Gonçalves do Amaral,Mulher,Mônica F. da Silva Lopes,Mulher,WIT
Márcia Gonçalves Oliveira,Mulher,Mônica F. da Silva Lopes,Mulher,WIT
Sebastián Urrutia,Homem,Vinicius F. dos Santos,Homem,ETC
João Fernando Machry Sarubbi,Homem,Marcelo Fonseca Faraj,Homem,ETC
João Fernando Machry Sarubbi,Homem,Sebastián Urrutia,Homem,ETC
Marcelo Fonseca Faraj,Homem,Sebastián Urrutia,Homem,ETC
Daniel S. Menasché,Homem,Diego Ximenes,Homem,WPerformance
Daniel S. Menasché,Homem,Edmundo de Souza e Silva,Homem,WPerformance
Daniel S. Menasché,Homem,Gabriel Mendonça,Homem,WPerformance
Daniel S. Menasché,Homem,Gustavo H. A. Santos,Homem,WPerformance
Daniel S. Menasché,Homem,Rosa M.M. Leão,Mulher,WPerformance
Diego Ximenes,Homem,Edmundo de Souza e Silva,Homem,WPerformance
Diego Ximenes,Homem,Gabriel Mendonça,Homem,WPerformance
Diego Ximenes,Homem,Gustavo H. A. Santos,Homem,WPerformance
Diego Ximenes,Homem,Rosa M.M. Leão,Mulher,WPerformance
Edmundo de Souza e Silva,Homem,Gabriel Mendonça,Homem,WPerformance
Edmundo de Souza e Silva,Homem,Gustavo H. A. Santos,Homem,WPerformance
Edmundo de Souza e Silva,Homem,Rosa M.M. Leão,Mulher,WPerformance
Gabriel Mendonça,Homem,Gustavo H. A. Santos,Homem,WPerformance
Gabriel Mendonça,Homem,Rosa M.M. Leão,Mulher,WPerformance
Gustavo H. A. Santos,Homem,Rosa M.M. Leão,Mulher,WPerformance
Anderson Daniel Stochero,Homem,André Pereira,Mulher,ENCompIF
Anderson Daniel Stochero,Homem,Cristiane da Silva Stamberg,Mulher,ENCompIF
Anderson Daniel Stochero,Homem,Samuel Müller Forrati,Homem,ENCompIF
André Pereira,Mulher,Cristiane da Silva Stamberg,Mulher,ENCompIF
André Pereira,Mulher,Samuel Müller Forrati,Homem,ENCompIF
Cristiane da Silva Stamberg,Mulher,Samuel Müller Forrati,Homem,ENCompIF
Gleison dos Santos Souza,Homem,Ronney Moreira de Castro,Homem,WEI
Ecivaldo de Souza Matos,Homem,Monica de Sousa Massa,Mulher,WEI
César França,Homem,Márcia Souza,Mulher,WEI
Débora Abdalla Santos,Mulher,Juliana M. Oliveira dos Santos,Mulher,WIT
Débora Abdalla Santos,Mulher,Karen A. dos S. Pereira,Mulher,WIT
Juliana M. Oliveira dos Santos,Mulher,Karen A. dos S. Pereira,Mulher,WIT
Emily M. Amorim,Mulher,Kelren da Silva Rodrigues,Mulher,ENCompIF
Emily M. Amorim,Mulher,Nirlene P. da Costa,Mulher,ENCompIF
Kelren da Silva Rodrigues,Mulher,Nirlene P. da Costa,Mulher,ENCompIF
Flavia Cristina Bernardini,Mulher,Patrick Moratori,Homem,WEI
Kaio da Silva,Homem,Lucas de Araújo,Homem,ENCompIF
Kaio da Silva,Homem,Luis Sampaio,Homem,ENCompIF
Kaio da Silva,Homem,Marcel Rios,Homem,ENCompIF
Kaio da Silva,Homem,Silvio de Freitas,Homem,ENCompIF
Lucas de Araújo,Homem,Luis Sampaio,Homem,ENCompIF
Lucas de Araújo,Homem,Marcel Rios,Homem,ENCompIF
Lucas de Araújo,Homem,Silvio de Freitas,Homem,ENCompIF
Luis Sampaio,Homem,Marcel Rios,Homem,ENCompIF
Luis Sampaio,Homem,Silvio de Freitas,Homem,ENCompIF
Marcel Rios,Homem,Silvio de Freitas,Homem,ENCompIF
Fábio Protti,Homem,Loana T. Nogueira,Mulher,ETC
Fábio Protti,Homem,Raquel S. F. Bravo,Mulher,ETC
Loana T. Nogueira,Mulher,Raquel S. F. Bravo,Mulher,ETC
Adenauer Yamin,Homem,Jorge Aranda,Homem,SBCUP
Adenauer Yamin,Homem,Jorge Barbosa,Homem,SBCUP
Adenauer Yamin,Homem,Juliano Carvalho,Homem,SBCUP
Adenauer Yamin,Homem,Lucas Dias,Homem,SBCUP
Adenauer Yamin,Homem,Mauricio Tavares,Homem,SBCUP
Jorge Aranda,Homem,Jorge Barbosa,Homem,SBCUP
Jorge Aranda,Homem,Juliano Carvalho,Homem,SBCUP
Jorge Aranda,Homem,Lucas Dias,Homem,SBCUP
Jorge Aranda,Homem,Mauricio Tavares,Homem,SBCUP
Jorge Barbosa,Homem,Juliano Carvalho,Homem,SBCUP
Jorge Barbosa,Homem,Lucas Dias,Homem,SBCUP
Jorge Barbosa,Homem,Mauricio Tavares,Homem,SBCUP
Juliano Carvalho,Homem,Lucas Dias,Homem,SBCUP
Juliano Carvalho,Homem,Mauricio Tavares,Homem,SBCUP
Lucas Dias,Homem,Mauricio Tavares,Homem,SBCUP
Claudia Cappelli,Mulher,Luciana Salgado,Mulher,WIT
Caio Raveli F. Barbosa,Homem,Mikhail José Pires Pedrosa de Oliveira,Homem,WEI
Caio Raveli F. Barbosa,Homem,Priscylla da Silva Tavares,Mulher,WEI
Caio Raveli F. Barbosa,Homem,Stéphanie Alencar Braga,Mulher,WEI
Mikhail José Pires Pedrosa de Oliveira,Homem,Priscylla da Silva Tavares,Mulher,WEI
Mikhail José Pires Pedrosa de Oliveira,Homem,Stéphanie Alencar Braga,Mulher,WEI
Priscylla da Silva Tavares,Mulher,Stéphanie Alencar Braga,Mulher,WEI
Ana Flávia S. A. Moura,Mulher,Andrea B. Nascimento,Mulher,WEI
Ana Flávia S. A. Moura,Mulher,Giorgia O. Mattos,Mulher,WEI
Ana Flávia S. A. Moura,Mulher,Josilene A. Moreira,Mulher,WEI
Andrea B. Nascimento,Mulher,Giorgia O. Mattos,Mulher,WEI
Andrea B. Nascimento,Mulher,Josilene A. Moreira,Mulher,WEI
Giorgia O. Mattos,Mulher,Josilene A. Moreira,Mulher,WEI
Rubens A. Sucupira,Homem,Sulamita Klein,Mulher,ETC
Rubens A. Sucupira,Homem,Uéverton S. Souza,Homem,ETC
Sulamita Klein,Mulher,Uéverton S. Souza,Homem,ETC
Fabiano de Souza Oliveira,Homem,Jayme Luiz Szwarcfiter,Homem,ETC
Fabiano de Souza Oliveira,Homem,Vitor Tocci Ferreira de Luca,Homem,ETC
Jayme Luiz Szwarcfiter,Homem,Vitor Tocci Ferreira de Luca,Homem,ETC
Cândida Nunes da Silva,Mulher,Maycon Sambinelli,Homem,ETC
Cândida Nunes da Silva,Mulher,Orlando Lee,Homem,ETC
Maycon Sambinelli,Homem,Orlando Lee,Homem,ETC
João Pedro W. Bernardi,Homem,Leandro M. Zatesko,Homem,ETC
João Pedro W. Bernardi,Homem,Sheila M. Almeida,Mulher,ETC
Leandro M. Zatesko,Homem,Sheila M. Almeida,Mulher,ETC
Cristina Fernandes,Mulher,Fábio Botler,Homem,ETC
Cristina Fernandes,Mulher,Juan Gutiérrez,Homem,ETC
Fábio Botler,Homem,Juan Gutiérrez,Homem,ETC
Murilo Santos de Lima,Homem,Mário César San Felice,Homem,ETC
Murilo Santos de Lima,Homem,Orlando Lee,Homem,ETC
Mário César San Felice,Homem,Orlando Lee,Homem,ETC
Fábio Botler,Homem,Maycon Sambinelli,Homem,ETC
Fábio Botler,Homem,Orlando Lee,Homem,ETC
Fábio Botler,Homem,Rafael S. Coelho,Homem,ETC
Maycon Sambinelli,Homem,Orlando Lee,Homem,ETC
Maycon Sambinelli,Homem,Rafael S. Coelho,Homem,ETC
Orlando Lee,Homem,Rafael S. Coelho,Homem,ETC
Arthur Pratti Dadalto,Homem,Fábio Luiz Usberti,Homem,ETC
Arthur Pratti Dadalto,Homem,Mário César San Felice,Homem,ETC
Fábio Luiz Usberti,Homem,Mário César San Felice,Homem,ETC
Adriano Kamimura Suzuki,Homem,Matheus Henrique Junqueira Saldanha,Homem,CTIC
Atílio G. Luiz,Homem,Luisa Frickes,Mulher,CTIC
Atílio G. Luiz,Homem,Simone Dantas,Mulher,CTIC
Luisa Frickes,Mulher,Simone Dantas,Mulher,CTIC
Fabrício Silva,Homem,Leonardo Santos,Homem,SBCUP
