Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Igor Muzetti Pereira,Homem,Vicente José Peixoto de Amorim,Homem,SEMISH
Alan Fernandes,Homem,Bruna Soares,Mulher,SEMISH
Alan Fernandes,Homem,Bruno Matias,Homem,SEMISH
Alan Fernandes,Homem,Everton Cavalcante,Homem,SEMISH
Alan Fernandes,Homem,Felipe Rocha,Homem,SEMISH
Alan Fernandes,Homem,Oswaldo de Oliveira,Homem,SEMISH
Alan Fernandes,Homem,Sâmela Ferreira,Mulher,SEMISH
Alan Fernandes,Homem,Thais Batista,Mulher,SEMISH
Bruna Soares,Mulher,Bruno Matias,Homem,SEMISH
Bruna Soares,Mulher,Everton Cavalcante,Homem,SEMISH
Bruna Soares,Mulher,Felipe Rocha,Homem,SEMISH
Bruna Soares,Mulher,Oswaldo de Oliveira,Homem,SEMISH
Bruna Soares,Mulher,Sâmela Ferreira,Mulher,SEMISH
Bruna Soares,Mulher,Thais Batista,Mulher,SEMISH
Bruno Matias,Homem,Everton Cavalcante,Homem,SEMISH
Bruno Matias,Homem,Felipe Rocha,Homem,SEMISH
Bruno Matias,Homem,Oswaldo de Oliveira,Homem,SEMISH
Bruno Matias,Homem,Sâmela Ferreira,Mulher,SEMISH
Bruno Matias,Homem,Thais Batista,Mulher,SEMISH
Everton Cavalcante,Homem,Felipe Rocha,Homem,SEMISH
Everton Cavalcante,Homem,Oswaldo de Oliveira,Homem,SEMISH
Everton Cavalcante,Homem,Sâmela Ferreira,Mulher,SEMISH
Everton Cavalcante,Homem,Thais Batista,Mulher,SEMISH
Felipe Rocha,Homem,Oswaldo de Oliveira,Homem,SEMISH
Felipe Rocha,Homem,Sâmela Ferreira,Mulher,SEMISH
Felipe Rocha,Homem,Thais Batista,Mulher,SEMISH
Oswaldo de Oliveira,Homem,Sâmela Ferreira,Mulher,SEMISH
Oswaldo de Oliveira,Homem,Thais Batista,Mulher,SEMISH
Sâmela Ferreira,Mulher,Thais Batista,Mulher,SEMISH
Hugo Kuribayashi,Homem,Isaac Barros,Homem,SBCUP
Hugo Kuribayashi,Homem,João Carmona,Homem,SBCUP
Hugo Kuribayashi,Homem,Warley Junior,Homem,SBCUP
Hugo Kuribayashi,Homem,Wendel Serra,Homem,SBCUP
Isaac Barros,Homem,João Carmona,Homem,SBCUP
Isaac Barros,Homem,Warley Junior,Homem,SBCUP
Isaac Barros,Homem,Wendel Serra,Homem,SBCUP
João Carmona,Homem,Warley Junior,Homem,SBCUP
João Carmona,Homem,Wendel Serra,Homem,SBCUP
Warley Junior,Homem,Wendel Serra,Homem,SBCUP
Andre Aquino,Homem,Arthur Melo,Homem,SBCUP
Andre Aquino,Homem,Hugo Souza,Homem,SBCUP
Arthur Melo,Homem,Hugo Souza,Homem,SBCUP
Mauro F. Santos Junior,Homem,Sergiana Alves da Silva,Mulher,WEI
Antonio Carlos Schneider Beck,Homem,Luigi Carro,Homem,CTD
Antonio Carlos Schneider Beck,Homem,Marcelo Brandalero,Homem,CTD
Luigi Carro,Homem,Marcelo Brandalero,Homem,CTD
André L. L. Aquino,Homem,Israel L. C. Vasconcelos,Homem,SBCUP
Alecsander Dornelles,Homem,Rafael Parizi,Homem,ENCompIF
Barbara Freitas,Mulher,Luciana Cosme,Mulher,WIT
Barbara Freitas,Mulher,Mayara Nascimento,Mulher,WIT
Luciana Cosme,Mulher,Mayara Nascimento,Mulher,WIT
Lucas Ribeiro,Homem,Windson Viana,Homem,SBCUP
Ronney Moreira Castro,Homem,Tadeu Moreira de Classe,Homem,WEI
Bruno L. Netto,Homem,Fábio Botler,Homem,ETC
Carlos E. Ferreira,Homem,Gabriel M. de Azevedo,Homem,ETC
André L. P. Guedes,Homem,Leandro M. Zatesko,Homem,CTD
André L. P. Guedes,Homem,Renato Carmo,Homem,CTD
Leandro M. Zatesko,Homem,Renato Carmo,Homem,CTD
Fabricio Mendoza-Granada,Homem,Marcos Villagra,Homem,ETC
Alessandra Herranz Gazquez,Mulher,Regiane da Silva Macuch,Mulher,WIT
Adenauer Yamin,Homem,Jorge Aranda,Homem,SBCUP
Adenauer Yamin,Homem,Jorge Barbosa,Homem,SBCUP
Adenauer Yamin,Homem,Juliano Carvalho,Homem,SBCUP
Adenauer Yamin,Homem,Lucas Dias,Homem,SBCUP
Adenauer Yamin,Homem,Mauricio Tavares,Homem,SBCUP
Jorge Aranda,Homem,Jorge Barbosa,Homem,SBCUP
Jorge Aranda,Homem,Juliano Carvalho,Homem,SBCUP
Jorge Aranda,Homem,Lucas Dias,Homem,SBCUP
Jorge Aranda,Homem,Mauricio Tavares,Homem,SBCUP
Jorge Barbosa,Homem,Juliano Carvalho,Homem,SBCUP
Jorge Barbosa,Homem,Lucas Dias,Homem,SBCUP
Jorge Barbosa,Homem,Mauricio Tavares,Homem,SBCUP
Juliano Carvalho,Homem,Lucas Dias,Homem,SBCUP
Juliano Carvalho,Homem,Mauricio Tavares,Homem,SBCUP
Lucas Dias,Homem,Mauricio Tavares,Homem,SBCUP
Fabiano de Souza Oliveira,Homem,Jayme Luiz Szwarcfiter,Homem,ETC
Fabiano de Souza Oliveira,Homem,Vitor Tocci Ferreira de Luca,Homem,ETC
Jayme Luiz Szwarcfiter,Homem,Vitor Tocci Ferreira de Luca,Homem,ETC
Ana Silva,Mulher,Davi de Andrade,Homem,ETC
Adriano Kamimura Suzuki,Homem,Matheus Henrique Junqueira Saldanha,Homem,CTIC
Atílio G. Luiz,Homem,Luisa Frickes,Mulher,CTIC
Atílio G. Luiz,Homem,Simone Dantas,Mulher,CTIC
Luisa Frickes,Mulher,Simone Dantas,Mulher,CTIC
Claudson F. Bornstein,Homem,Jayme L. Szwarcfiter,Homem,CTD
Claudson F. Bornstein,Homem,Tanilson D. Santos,Homem,CTD
Claudson F. Bornstein,Homem,Uéverton S. Souza,Homem,CTD
Jayme L. Szwarcfiter,Homem,Tanilson D. Santos,Homem,CTD
Jayme L. Szwarcfiter,Homem,Uéverton S. Souza,Homem,CTD
Tanilson D. Santos,Homem,Uéverton S. Souza,Homem,CTD
Alexandre Cezar,Homem,Ana Silva,Mulher,ETC
Alexandre Cezar,Homem,Carlos V. G. C. Lima,Homem,ETC
Alexandre Cezar,Homem,Júlio Araújo,Homem,ETC
Alexandre Cezar,Homem,Vinicius F. dos Santos,Homem,ETC
Ana Silva,Mulher,Carlos V. G. C. Lima,Homem,ETC
Ana Silva,Mulher,Júlio Araújo,Homem,ETC
Ana Silva,Mulher,Vinicius F. dos Santos,Homem,ETC
Carlos V. G. C. Lima,Homem,Júlio Araújo,Homem,ETC
Carlos V. G. C. Lima,Homem,Vinicius F. dos Santos,Homem,ETC
Júlio Araújo,Homem,Vinicius F. dos Santos,Homem,ETC
Juliano F. Kazienko,Homem,Silvio E. Quincozes,Homem,WPerformance
Juliano F. Kazienko,Homem,Vagner E. Quincozes,Homem,WPerformance
Silvio E. Quincozes,Homem,Vagner E. Quincozes,Homem,WPerformance
Fabrício Silva,Homem,Leonardo Santos,Homem,SBCUP
Fabrício Silva,Homem,Mateus Silva,Homem,SBCUP
Fabrício Silva,Homem,Raissa Souza,Mulher,SBCUP
Fabrício Silva,Homem,Thais Silva,Mulher,SBCUP
Leonardo Santos,Homem,Mateus Silva,Homem,SBCUP
Leonardo Santos,Homem,Raissa Souza,Mulher,SBCUP
Leonardo Santos,Homem,Thais Silva,Mulher,SBCUP
Mateus Silva,Homem,Raissa Souza,Mulher,SBCUP
Mateus Silva,Homem,Thais Silva,Mulher,SBCUP
Raissa Souza,Mulher,Thais Silva,Mulher,SBCUP
Bruno A. Bonifácio,Homem,César França,Homem,WASHES
Bruno A. Bonifácio,Homem,Franciney O. Lima,Homem,WASHES
César França,Homem,Franciney O. Lima,Homem,WASHES
Josely Cubero,Mulher,Julia Passos,Mulher,WIT
Josely Cubero,Mulher,Karina Huh,Mulher,WIT
Josely Cubero,Mulher,Lais Cavalheiro,Mulher,WIT
Josely Cubero,Mulher,Marcelo M. Eler,Homem,WIT
Josely Cubero,Mulher,Sarajane M. Peres,Mulher,WIT
Josely Cubero,Mulher,Yasmin Gonçalves,Mulher,WIT
Julia Passos,Mulher,Karina Huh,Mulher,WIT
Julia Passos,Mulher,Lais Cavalheiro,Mulher,WIT
Julia Passos,Mulher,Marcelo M. Eler,Homem,WIT
Julia Passos,Mulher,Sarajane M. Peres,Mulher,WIT
Julia Passos,Mulher,Yasmin Gonçalves,Mulher,WIT
Karina Huh,Mulher,Lais Cavalheiro,Mulher,WIT
Karina Huh,Mulher,Marcelo M. Eler,Homem,WIT
Karina Huh,Mulher,Sarajane M. Peres,Mulher,WIT
Karina Huh,Mulher,Yasmin Gonçalves,Mulher,WIT
Lais Cavalheiro,Mulher,Marcelo M. Eler,Homem,WIT
Lais Cavalheiro,Mulher,Sarajane M. Peres,Mulher,WIT
Lais Cavalheiro,Mulher,Yasmin Gonçalves,Mulher,WIT
Marcelo M. Eler,Homem,Sarajane M. Peres,Mulher,WIT
Marcelo M. Eler,Homem,Yasmin Gonçalves,Mulher,WIT
Sarajane M. Peres,Mulher,Yasmin Gonçalves,Mulher,WIT
Daniel Victor Teixeira Lima,Homem,Francisco de Albuquerque Júnior,Homem,SEMISH
Daniel Victor Teixeira Lima,Homem,Marcelino Silva da Silva,Homem,SEMISH
Daniel Victor Teixeira Lima,Homem,Vanilze Vaz,Mulher,SEMISH
Francisco de Albuquerque Júnior,Homem,Marcelino Silva da Silva,Homem,SEMISH
Francisco de Albuquerque Júnior,Homem,Vanilze Vaz,Mulher,SEMISH
Marcelino Silva da Silva,Homem,Vanilze Vaz,Mulher,SEMISH
Bruna A. da Silva,Mulher,Cleber Zanchettin,Homem,WPerformance
Bruna A. da Silva,Mulher,David Macedo,Homem,WPerformance
Bruna A. da Silva,Mulher,Paulo F. C. Barbosa,Homem,WPerformance
Bruna A. da Silva,Mulher,Renato M. de Moraes,Homem,WPerformance
Cleber Zanchettin,Homem,David Macedo,Homem,WPerformance
Cleber Zanchettin,Homem,Paulo F. C. Barbosa,Homem,WPerformance
Cleber Zanchettin,Homem,Renato M. de Moraes,Homem,WPerformance
David Macedo,Homem,Paulo F. C. Barbosa,Homem,WPerformance
David Macedo,Homem,Renato M. de Moraes,Homem,WPerformance
Paulo F. C. Barbosa,Homem,Renato M. de Moraes,Homem,WPerformance
Derivaldo Machado da Silva,Homem,Viviane Almeida dos Santos,Mulher,WIT
Arthur Felipe Herdt Schuelter,Homem,Ediana da Silva de Souza,Mulher,WIT
Arthur Felipe Herdt Schuelter,Homem,Isabela Gasparini,Mulher,WIT
Arthur Felipe Herdt Schuelter,Homem,Milene Selbach Silveira,Mulher,WIT
Arthur Felipe Herdt Schuelter,Homem,Rebeca Schroeder,Mulher,WIT
Arthur Felipe Herdt Schuelter,Homem,Simone Diniz Junqueira Barbosa,Mulher,WIT
Arthur Felipe Herdt Schuelter,Homem,Êrica Peters do Carmo,Mulher,WIT
Ediana da Silva de Souza,Mulher,Isabela Gasparini,Mulher,WIT
Ediana da Silva de Souza,Mulher,Milene Selbach Silveira,Mulher,WIT
Ediana da Silva de Souza,Mulher,Rebeca Schroeder,Mulher,WIT
Ediana da Silva de Souza,Mulher,Simone Diniz Junqueira Barbosa,Mulher,WIT
Ediana da Silva de Souza,Mulher,Êrica Peters do Carmo,Mulher,WIT
Isabela Gasparini,Mulher,Milene Selbach Silveira,Mulher,WIT
Isabela Gasparini,Mulher,Rebeca Schroeder,Mulher,WIT
Isabela Gasparini,Mulher,Simone Diniz Junqueira Barbosa,Mulher,WIT
Isabela Gasparini,Mulher,Êrica Peters do Carmo,Mulher,WIT
Milene Selbach Silveira,Mulher,Rebeca Schroeder,Mulher,WIT
Milene Selbach Silveira,Mulher,Simone Diniz Junqueira Barbosa,Mulher,WIT
Milene Selbach Silveira,Mulher,Êrica Peters do Carmo,Mulher,WIT
Rebeca Schroeder,Mulher,Simone Diniz Junqueira Barbosa,Mulher,WIT
Rebeca Schroeder,Mulher,Êrica Peters do Carmo,Mulher,WIT
Simone Diniz Junqueira Barbosa,Mulher,Êrica Peters do Carmo,Mulher,WIT
Cláudio Geyer,Homem,Luis Silva,Homem,SBCUP
Cláudio Geyer,Homem,Valderi Leithardt,Homem,SBCUP
Cláudio Geyer,Homem,Wemerson Parreira,Homem,SBCUP
Luis Silva,Homem,Valderi Leithardt,Homem,SBCUP
Luis Silva,Homem,Wemerson Parreira,Homem,SBCUP
Valderi Leithardt,Homem,Wemerson Parreira,Homem,SBCUP
Alan Salvany Felinto,Homem,Rafael Lucien Bahr Arias,Homem,SEMISH
Adriano Yasuda,Homem,Diego Hoss,Homem,WEI
Adriano Yasuda,Homem,Gil Andrade,Homem,WEI
Adriano Yasuda,Homem,Jonatas Nascimento,Homem,WEI
Adriano Yasuda,Homem,Josepher Silva,Homem,WEI
Adriano Yasuda,Homem,Levy Silva,Homem,WEI
Adriano Yasuda,Homem,Roberta Suero,Mulher,WEI
Diego Hoss,Homem,Gil Andrade,Homem,WEI
Diego Hoss,Homem,Jonatas Nascimento,Homem,WEI
Diego Hoss,Homem,Josepher Silva,Homem,WEI
Diego Hoss,Homem,Levy Silva,Homem,WEI
Diego Hoss,Homem,Roberta Suero,Mulher,WEI
Gil Andrade,Homem,Jonatas Nascimento,Homem,WEI
Gil Andrade,Homem,Josepher Silva,Homem,WEI
Gil Andrade,Homem,Levy Silva,Homem,WEI
Gil Andrade,Homem,Roberta Suero,Mulher,WEI
Jonatas Nascimento,Homem,Josepher Silva,Homem,WEI
Jonatas Nascimento,Homem,Levy Silva,Homem,WEI
Jonatas Nascimento,Homem,Roberta Suero,Mulher,WEI
Josepher Silva,Homem,Levy Silva,Homem,WEI
Josepher Silva,Homem,Roberta Suero,Mulher,WEI
Levy Silva,Homem,Roberta Suero,Mulher,WEI
Gulherme Andrade,Homem,Leonardo Rocha,Homem,CTIC
Eduardo Ferreira Baroni,Homem,Gabriel Medina Braga,Homem,WPerformance
Flávio Rocha,Homem,Maykon Renan Pereira da Silva,Homem,WPerformance
Esther Luna Colombini,Mulher,Rafael Anicet Zanini,Homem,CTD
Artur Jordão Lima Correia,Homem,William Robson Schwartz,Homem,CTD
Dyego Carlos Sales de Morais,Homem,Flávia Mendes de Andrade e Peres,Mulher,WEI
Dyego Carlos Sales de Morais,Homem,Patrícia Cabral de Azevedo Restelli Tedesco,Mulher,WEI
Dyego Carlos Sales de Morais,Homem,Taciana Pontual Falcão,Mulher,WEI
Flávia Mendes de Andrade e Peres,Mulher,Patrícia Cabral de Azevedo Restelli Tedesco,Mulher,WEI
Flávia Mendes de Andrade e Peres,Mulher,Taciana Pontual Falcão,Mulher,WEI
Patrícia Cabral de Azevedo Restelli Tedesco,Mulher,Taciana Pontual Falcão,Mulher,WEI
Caroline Sacramento Alves,Mulher,Débora Abdalla,Mulher,WIT
Caroline Sacramento Alves,Mulher,Juliana Maria Oliveira dos Santos,Mulher,WIT
Débora Abdalla,Mulher,Juliana Maria Oliveira dos Santos,Mulher,WIT
Daniel de Oliveira,Homem,Esther Pacitti,Mulher,WPerformance
Daniel de Oliveira,Homem,Rodrigo A. P. Silva,Homem,WPerformance
Daniel de Oliveira,Homem,Yuri Frota,Homem,WPerformance
Esther Pacitti,Mulher,Rodrigo A. P. Silva,Homem,WPerformance
Esther Pacitti,Mulher,Yuri Frota,Homem,WPerformance
Rodrigo A. P. Silva,Homem,Yuri Frota,Homem,WPerformance
Bruno Duarte,Homem,Dierli M. da R. Maschio,Homem,WPerformance
Bruno Duarte,Homem,Jean Patric da Costa,Homem,WPerformance
Bruno Duarte,Homem,Marcelo Teixeira,Homem,WPerformance
Dierli M. da R. Maschio,Homem,Jean Patric da Costa,Homem,WPerformance
Dierli M. da R. Maschio,Homem,Marcelo Teixeira,Homem,WPerformance
Jean Patric da Costa,Homem,Marcelo Teixeira,Homem,WPerformance
Ermeson Andrade,Homem,Ewerton Queiroz,Homem,WPerformance
Ermeson Andrade,Homem,Gustavo Callou,Homem,WPerformance
Ermeson Andrade,Homem,Júlio Mendonça,Homem,WPerformance
Ermeson Andrade,Homem,Valdir Carvalho,Homem,WPerformance
Ewerton Queiroz,Homem,Gustavo Callou,Homem,WPerformance
Ewerton Queiroz,Homem,Júlio Mendonça,Homem,WPerformance
Ewerton Queiroz,Homem,Valdir Carvalho,Homem,WPerformance
Gustavo Callou,Homem,Júlio Mendonça,Homem,WPerformance
Gustavo Callou,Homem,Valdir Carvalho,Homem,WPerformance
Júlio Mendonça,Homem,Valdir Carvalho,Homem,WPerformance
Denilson Souza Bélo,Homem,Edson Midorikawa,Homem,WPerformance
Denilson Souza Bélo,Homem,Liria Sato,Mulher,WPerformance
Edson Midorikawa,Homem,Liria Sato,Mulher,WPerformance
Darlan Eziquiel Felisberto da Silva,Homem,Karina Wiechork,Mulher,WPerformance
Darlan Eziquiel Felisberto da Silva,Homem,Marco Antoni,Homem,WPerformance
Karina Wiechork,Mulher,Marco Antoni,Homem,WPerformance
Ana Caroline Fernandes Spengler,Mulher,Paulo Sérgio Lopes de Souza,Homem,WPerformance
Luciana S. Buriol,Mulher,Toni I. Wickert,Homem,CTD
Cristiano Maciel,Homem,Karen da Silva Figueiredo Medeiros Ribeiro,Mulher,WIT
Cristiano Maciel,Homem,Leticia Santos Machado,Mulher,WIT
Cristiano Maciel,Homem,Luciana Bolan Frigo,Mulher,WIT
Cristiano Maciel,Homem,Silvia Amelia Bim,Mulher,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,Mulher,Leticia Santos Machado,Mulher,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,Mulher,Luciana Bolan Frigo,Mulher,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,Mulher,Silvia Amelia Bim,Mulher,WIT
Leticia Santos Machado,Mulher,Luciana Bolan Frigo,Mulher,WIT
Leticia Santos Machado,Mulher,Silvia Amelia Bim,Mulher,WIT
Luciana Bolan Frigo,Mulher,Silvia Amelia Bim,Mulher,WIT
Eduardo Figueiredo,Homem,Maurício Souza,Homem,WEI
Eduardo Figueiredo,Homem,Renata Moreira,Mulher,WEI
Maurício Souza,Homem,Renata Moreira,Mulher,WEI
Ayla Dantas,Mulher,Ivonildo Neto,Homem,WEI
Ayla Dantas,Mulher,Matheus Oliveira,Homem,WEI
Ivonildo Neto,Homem,Matheus Oliveira,Homem,WEI
Adson Esteves,Homem,Aluizio Filho,Homem,WEI
Adson Esteves,Homem,André Raabe,Homem,WEI
Adson Esteves,Homem,Luiz Noschang,Homem,WEI
Aluizio Filho,Homem,André Raabe,Homem,WEI
Aluizio Filho,Homem,Luiz Noschang,Homem,WEI
André Raabe,Homem,Luiz Noschang,Homem,WEI
Celina M. H. de Figueiredo,Mulher,Franklin de L. Marquezino,Homem,ETC
Celina M. H. de Figueiredo,Mulher,Luis A. B. Kowada,Homem,ETC
Franklin de L. Marquezino,Homem,Luis A. B. Kowada,Homem,ETC
Aleteia Araujo,Mulher,Maristela Holanda,Mulher,WIT
Aloísio Alkmim de Oliveira Filho,Homem,Gustavo Bittencourt Machado,Homem,WASHES
Aloísio Alkmim de Oliveira Filho,Homem,Izabela Lorena Azevedo,Mulher,WASHES
Aloísio Alkmim de Oliveira Filho,Homem,Larissa Kiana Santos Azevedo Martins,Mulher,WASHES
Aloísio Alkmim de Oliveira Filho,Homem,Nayana Borges das Mercês,Mulher,WASHES
Aloísio Alkmim de Oliveira Filho,Homem,Tayana Nery Franca,Mulher,WASHES
Aloísio Alkmim de Oliveira Filho,Homem,Taís Pinheiro Borges Silva,Mulher,WASHES
Aloísio Alkmim de Oliveira Filho,Homem,Vanessa Michalsky Barbosa,Mulher,WASHES
Gustavo Bittencourt Machado,Homem,Izabela Lorena Azevedo,Mulher,WASHES
Gustavo Bittencourt Machado,Homem,Larissa Kiana Santos Azevedo Martins,Mulher,WASHES
Gustavo Bittencourt Machado,Homem,Nayana Borges das Mercês,Mulher,WASHES
Gustavo Bittencourt Machado,Homem,Tayana Nery Franca,Mulher,WASHES
Gustavo Bittencourt Machado,Homem,Taís Pinheiro Borges Silva,Mulher,WASHES
Gustavo Bittencourt Machado,Homem,Vanessa Michalsky Barbosa,Mulher,WASHES
Izabela Lorena Azevedo,Mulher,Larissa Kiana Santos Azevedo Martins,Mulher,WASHES
Izabela Lorena Azevedo,Mulher,Nayana Borges das Mercês,Mulher,WASHES
Izabela Lorena Azevedo,Mulher,Tayana Nery Franca,Mulher,WASHES
Izabela Lorena Azevedo,Mulher,Taís Pinheiro Borges Silva,Mulher,WASHES
Izabela Lorena Azevedo,Mulher,Vanessa Michalsky Barbosa,Mulher,WASHES
Larissa Kiana Santos Azevedo Martins,Mulher,Nayana Borges das Mercês,Mulher,WASHES
Larissa Kiana Santos Azevedo Martins,Mulher,Tayana Nery Franca,Mulher,WASHES
Larissa Kiana Santos Azevedo Martins,Mulher,Taís Pinheiro Borges Silva,Mulher,WASHES
Larissa Kiana Santos Azevedo Martins,Mulher,Vanessa Michalsky Barbosa,Mulher,WASHES
Nayana Borges das Mercês,Mulher,Tayana Nery Franca,Mulher,WASHES
Nayana Borges das Mercês,Mulher,Taís Pinheiro Borges Silva,Mulher,WASHES
Nayana Borges das Mercês,Mulher,Vanessa Michalsky Barbosa,Mulher,WASHES
Tayana Nery Franca,Mulher,Taís Pinheiro Borges Silva,Mulher,WASHES
Tayana Nery Franca,Mulher,Vanessa Michalsky Barbosa,Mulher,WASHES
Taís Pinheiro Borges Silva,Mulher,Vanessa Michalsky Barbosa,Mulher,WASHES
Ana Solórzano,Mulher,Andrea Charão,Mulher,WEI
Ana Solórzano,Mulher,Cassiano Schneider,Homem,WEI
Andrea Charão,Mulher,Cassiano Schneider,Homem,WEI
Ismael Araújo Ramos,Homem,Márcio André Baima Amora,Homem,SEMISH
Bruna M. Dalmoro,Mulher,Soraia R. Musse,Mulher,SEMISH
Daiane M. Pereira,Mulher,Rodrigo S. Couto,Homem,WPerformance
Juan Colonna,Homem,Marco Cristo,Homem,SBCUP
Juan Colonna,Homem,Nabson Silva,Homem,SBCUP
Marco Cristo,Homem,Nabson Silva,Homem,SBCUP
Claudia Brandelero Rizzi,Mulher,Daniel Antonio Karling,Homem,WEI
Claudia Brandelero Rizzi,Mulher,Rogério Luis Rizzi,Homem,WEI
Daniel Antonio Karling,Homem,Rogério Luis Rizzi,Homem,WEI
Carla Ilane Moreira Bezerra,Mulher,Gustavo Ivens Oliveira Silva,Homem,WEI
Carla Ilane Moreira Bezerra,Mulher,José Robertty de Freitas Costa,Homem,WEI
Carla Ilane Moreira Bezerra,Mulher,Paulo Miranda e Silva Sousa,Homem,WEI
Carla Ilane Moreira Bezerra,Mulher,Victor de Souza Lima,Homem,WEI
Carla Ilane Moreira Bezerra,Mulher,Wladimir Araújo Tavares,Homem,WEI
Gustavo Ivens Oliveira Silva,Homem,José Robertty de Freitas Costa,Homem,WEI
Gustavo Ivens Oliveira Silva,Homem,Paulo Miranda e Silva Sousa,Homem,WEI
Gustavo Ivens Oliveira Silva,Homem,Victor de Souza Lima,Homem,WEI
Gustavo Ivens Oliveira Silva,Homem,Wladimir Araújo Tavares,Homem,WEI
José Robertty de Freitas Costa,Homem,Paulo Miranda e Silva Sousa,Homem,WEI
José Robertty de Freitas Costa,Homem,Victor de Souza Lima,Homem,WEI
José Robertty de Freitas Costa,Homem,Wladimir Araújo Tavares,Homem,WEI
Paulo Miranda e Silva Sousa,Homem,Victor de Souza Lima,Homem,WEI
Paulo Miranda e Silva Sousa,Homem,Wladimir Araújo Tavares,Homem,WEI
Victor de Souza Lima,Homem,Wladimir Araújo Tavares,Homem,WEI
Jailma da silva,Mulher,Renata Figueiredo,Mulher,WIT
Jailma da silva,Mulher,Sheyla Medeiros,Mulher,WIT
Jailma da silva,Mulher,Thaíse Costa,Mulher,WIT
Jailma da silva,Mulher,Vanessa Dantas,Mulher,WIT
Renata Figueiredo,Mulher,Sheyla Medeiros,Mulher,WIT
Renata Figueiredo,Mulher,Thaíse Costa,Mulher,WIT
Renata Figueiredo,Mulher,Vanessa Dantas,Mulher,WIT
Sheyla Medeiros,Mulher,Thaíse Costa,Mulher,WIT
Sheyla Medeiros,Mulher,Vanessa Dantas,Mulher,WIT
Thaíse Costa,Mulher,Vanessa Dantas,Mulher,WIT
Carla M. Paxiúba,Mulher,Josivan R. Reis,Homem,WIT
Carla M. Paxiúba,Mulher,Luiz Henrique C. Nunes,Homem,WIT
Carla M. Paxiúba,Mulher,Mariana W. B. Nascimento,Mulher,WIT
Carla M. Paxiúba,Mulher,Márcio J. M. Ponte,Homem,WIT
Carla M. Paxiúba,Mulher,Roberto P. Nascimento,Homem,WIT
Josivan R. Reis,Homem,Luiz Henrique C. Nunes,Homem,WIT
Josivan R. Reis,Homem,Mariana W. B. Nascimento,Mulher,WIT
Josivan R. Reis,Homem,Márcio J. M. Ponte,Homem,WIT
Josivan R. Reis,Homem,Roberto P. Nascimento,Homem,WIT
Luiz Henrique C. Nunes,Homem,Mariana W. B. Nascimento,Mulher,WIT
Luiz Henrique C. Nunes,Homem,Márcio J. M. Ponte,Homem,WIT
Luiz Henrique C. Nunes,Homem,Roberto P. Nascimento,Homem,WIT
Mariana W. B. Nascimento,Mulher,Márcio J. M. Ponte,Homem,WIT
Mariana W. B. Nascimento,Mulher,Roberto P. Nascimento,Homem,WIT
Márcio J. M. Ponte,Homem,Roberto P. Nascimento,Homem,WIT
Elisandra Silva,Mulher,Sandra Oliveira,Homem,WIT
Elisandra Silva,Mulher,Thais Sousa,Mulher,WIT
Sandra Oliveira,Homem,Thais Sousa,Mulher,WIT
Juliana Freire,Mulher,Laís M. A. Rocha,Mulher,CTD
Juliana Freire,Mulher,Mirella M. Moro,Mulher,CTD
Laís M. A. Rocha,Mulher,Mirella M. Moro,Mulher,CTD
Débora Zumpichiatti,Mulher,Janaina Gomide,Mulher,WEI
Débora Zumpichiatti,Mulher,João Pinheiro,Homem,WEI
Débora Zumpichiatti,Mulher,Julia Godinho,Mulher,WEI
Débora Zumpichiatti,Mulher,Yuri Guedes ,Homem,WEI
Janaina Gomide,Mulher,João Pinheiro,Homem,WEI
Janaina Gomide,Mulher,Julia Godinho,Mulher,WEI
Janaina Gomide,Mulher,Yuri Guedes ,Homem,WEI
João Pinheiro,Homem,Julia Godinho,Mulher,WEI
João Pinheiro,Homem,Yuri Guedes ,Homem,WEI
Julia Godinho,Mulher,Yuri Guedes ,Homem,WEI
Bianca Santana,Mulher,Camille Jesus,Mulher,WEI
Bianca Santana,Mulher,Roberto Bittencourt,Homem,WEI
Camille Jesus,Mulher,Roberto Bittencourt,Homem,WEI
Gláucia Braga e Silva,Mulher,Maria Dalila Vieira,Mulher,WIT
Gláucia Braga e Silva,Mulher,Thais Regina de M. B. Silva,Mulher,WIT
Maria Dalila Vieira,Mulher,Thais Regina de M. B. Silva,Mulher,WIT
Ana Luísa S. Milson,Mulher,Luísa M. Laboissiere,Mulher,WIT
Ana Luísa S. Milson,Mulher,Marcella D. Ferreira,Mulher,WIT
Ana Luísa S. Milson,Mulher,Michele A. Brandão,Mulher,WIT
Ana Luísa S. Milson,Mulher,Rodrigo Cardoso,Homem,WIT
Luísa M. Laboissiere,Mulher,Marcella D. Ferreira,Mulher,WIT
Luísa M. Laboissiere,Mulher,Michele A. Brandão,Mulher,WIT
Luísa M. Laboissiere,Mulher,Rodrigo Cardoso,Homem,WIT
Marcella D. Ferreira,Mulher,Michele A. Brandão,Mulher,WIT
Marcella D. Ferreira,Mulher,Rodrigo Cardoso,Homem,WIT
Michele A. Brandão,Mulher,Rodrigo Cardoso,Homem,WIT
Ana Alencar,Mulher,Anna Marques,Mulher,WIT
Ana Alencar,Mulher,Valéria Pinheiro,Mulher,WIT
